time,temperature_2m,relative_humidity_2m
2025-12-11T18:15,6.7,77
2025-12-11T18:15,6.7,77
2025-12-11T18:15,6.7,77
2025-12-11T18:15,7.2,77,2025-12-11T10:29:36.266581
2025-12-11T18:15,7.2,77,2025-12-11T10:29:51.292210
